Seed,Horizon,Case,Step,Stage,GreedyErrorBefore,GreedyErrorAfter,GreedyImmediateReward,GreedyChosenActionNorm,LongErrorBefore,LongErrorAfter,LongImmediateReward,LongStateGreedyImmediateReward,LongChosenReturn,LongChosenActionNorm,ActionsDifferent,GreedyCurrentFinalProjectedError,LongCurrentFinalProjectedError,GreedyTrajectoryFinalError,LongTrajectoryFinalError,FinalTrajectoryGain
42,10,0,0,Early,0.3320724070072174,0.3308582901954651,0.003663812531158328,0.24279792606830597,0.3320724070072174,0.3308582901954651,0.003663812531158328,0.003663812531158328,0.012792050838470459,0.24279792606830597,False,0.32785141468048096,0.32785141468048096,0.3244120478630066,0.32350850105285645,0.0009035468101501465
42,10,0,1,Early,0.3308582901954651,0.32952508330345154,0.0040397848933935165,0.21919365227222443,0.3308582901954651,0.32952508330345154,0.0040397848933935165,0.0040397848933935165,0.012932670302689075,0.21919365227222443,False,0.3266068398952484,0.3266068398952484,0.3244120478630066,0.32350850105285645,0.0009035468101501465
42,10,0,2,Early,0.32952508330345154,0.32839322090148926,0.0034431181848049164,0.13797162473201752,0.32952508330345154,0.32839322090148926,0.0034431181848049164,0.0034431181848049164,0.01212988793849945,0.13797162473201752,False,0.3255520164966583,0.3255520164966583,0.3244120478630066,0.32350850105285645,0.0009035468101501465
42,10,0,3,Early,0.32839322090148926,0.32737213373184204,0.0031168425921350718,0.19490914046764374,0.32839322090148926,0.32743901014328003,0.002912656869739294,0.0031168425921350718,0.010278799571096897,0.1661079078912735,True,0.32503536343574524,0.3250349760055542,0.3244120478630066,0.32350850105285645,0.0009035468101501465
42,10,0,4,Early,0.32737213373184204,0.32649168372154236,0.0026947578880935907,0.15263302624225616,0.32743901014328003,0.3266051113605499,0.0025522022042423487,0.002731494139879942,0.009135980159044266,0.16225287318229675,True,0.3246942460536957,0.32446104288101196,0.3244120478630066,0.32350850105285645,0.0009035468101501465
42,10,0,5,Late,0.32649168372154236,0.32569563388824463,0.002442786702886224,0.20425723493099213,0.3266051113605499,0.3257893919944763,0.0025017852894961834,0.00265967077575624,0.0076962802559137344,0.12728631496429443,True,0.3246745467185974,0.324101060628891,0.3244120478630066,0.32350850105285645,0.0009035468101501465
42,10,0,6,Late,0.32569563388824463,0.3251308500766754,0.001736862352117896,0.3213828504085541,0.3257893919944763,0.32510265707969666,0.00211144145578146,0.002299823332577944,0.005987418349832296,0.14069822430610657,True,0.3247203230857849,0.3238445222377777,0.3244120478630066,0.32350850105285645,0.0009035468101501465
42,10,0,7,Late,0.3251308500766754,0.3247735798358917,0.001101684640161693,0.24663056433200836,0.32510265707969666,0.3244604766368866,0.0019795065745711327,0.0020550459157675505,0.0043110535480082035,0.21922218799591064,True,0.32461437582969666,0.3237040936946869,0.3244120478630066,0.32350850105285645,0.0009035468101501465
42,10,0,8,Late,0.3247735798358917,0.3245696723461151,0.0006293005426414311,0.2160380482673645,0.3244604766368866,0.32401153445243835,0.001386488787829876,0.001595370820723474,0.002617836929857731,0.18323959410190582,True,0.3245673179626465,0.32361218333244324,0.3244120478630066,0.32350850105285645,0.0009035468101501465
42,10,0,9,Late,0.3245696723461151,0.3244120478630066,0.0004883710062131286,0.21769966185092926,0.32401153445243835,0.32350850105285645,0.0015546580543741584,0.0015546580543741584,0.0015546580543741584,0.3137616813182831,False,0.32441118359565735,0.3235081732273102,0.3244120478630066,0.32350850105285645,0.0009035468101501465
42,10,1,0,Early,0.5033895373344421,0.5029273629188538,0.0009192389552481472,0.43301624059677124,0.5033895373344421,0.5029273629188538,0.0009192389552481472,0.0009192389552481472,0.001908493461087346,0.43301624059677124,False,0.5024295449256897,0.5024295449256897,0.501049816608429,0.5010173320770264,3.248453140258789e-05
42,10,1,1,Early,0.5029273629188538,0.5025317072868347,0.0007882218924351037,0.5082602500915527,0.5029273629188538,0.5025317072868347,0.0007882218924351037,0.0007882218924351037,0.0012335146311670542,0.5082602500915527,False,0.5023071765899658,0.5023071765899658,0.501049816608429,0.5010173320770264,3.248453140258789e-05
42,10,1,2,Early,0.5025317072868347,0.5021563768386841,0.0007477160543203354,0.5698606371879578,0.5025317072868347,0.5021563768386841,0.0007477160543203354,0.0007477160543203354,0.000716393522452563,0.5698606371879578,False,0.5021716356277466,0.5021716356277466,0.501049816608429,0.5010173320770264,3.248453140258789e-05
42,10,1,3,Early,0.5021563768386841,0.501853346824646,0.0006042731693014503,0.6082131266593933,0.5021563768386841,0.5018888115882874,0.0005340003990568221,0.0006042731693014503,0.0001946915581356734,0.5125986933708191,True,0.5020773410797119,0.5020584464073181,0.501049816608429,0.5010173320770264,3.248453140258789e-05
42,10,1,4,Early,0.501853346824646,0.5015934109687805,0.0005184925976209342,0.6074783205986023,0.5018888115882874,0.5016119480133057,0.0005525677697733045,0.0005525677697733045,-7.872979040257633e-05,0.608068585395813,False,0.5019499659538269,0.5019282102584839,0.501049816608429,0.5010173320770264,3.248453140258789e-05
42,10,1,5,Late,0.5015934109687805,0.5013912320137024,0.0004037450416944921,0.6114211082458496,0.5016119480133057,0.501396894454956,0.00042936421232298017,0.00042936421232298017,-0.00035507293068803847,0.61198890209198,False,0.501813530921936,0.5017899870872498,0.501049816608429,0.5010173320770264,3.248453140258789e-05
42,10,1,6,Late,0.5013912320137024,0.5012280344963074,0.0003259256191086024,0.6587857604026794,0.501396894454956,0.5012232065200806,0.0003468992654234171,0.0003468992654234171,-0.0004527621204033494,0.659195601940155,False,0.5016475915908813,0.5016238689422607,0.501049816608429,0.5010173320770264,3.248453140258789e-05
42,10,1,7,Late,0.5012280344963074,0.5011275410652161,0.00020113708160351962,0.6895848512649536,0.5012232065200806,0.5011129379272461,0.00022068315593060106,0.00022068315593060106,-0.00044917280320078135,0.6902418732643127,False,0.501473605632782,0.5014483332633972,0.501049816608429,0.5010173320770264,3.248453140258789e-05
42,10,1,8,Late,0.5011275410652161,0.5010331869125366,0.0001892330910777673,0.6556469798088074,0.5011129379272461,0.5010087490081787,0.0002084218867821619,0.0002084218867821619,-0.00017781300994101912,0.6562383770942688,False,0.5012316703796387,0.5012019872665405,0.501049816608429,0.5010173320770264,3.248453140258789e-05
42,10,1,9,Late,0.5010331869125366,0.501049816608429,-3.253656905144453e-05,0.6489640474319458,0.5010087490081787,0.5010173320770264,-1.644298026803881e-05,-1.644298026803881e-05,-1.644298026803881e-05,0.6496384143829346,False,0.5010494589805603,0.5010169744491577,0.501049816608429,0.5010173320770264,3.248453140258789e-05
42,10,2,0,Early,0.44067811965942383,0.44012269377708435,0.0012620657216757536,0.37376663088798523,0.44067811965942383,0.4401363730430603,0.001230753492563963,0.0012620657216757536,0.0016375286504626274,0.32010453939437866,True,0.43999597430229187,0.4399569034576416,0.4386433959007263,0.4383547306060791,0.0002886652946472168
42,10,2,1,Early,0.44012269377708435,0.4396151900291443,0.0011543120490387082,0.4236568212509155,0.4401363730430603,0.4396580457687378,0.0010883493814617395,0.0011721724877133965,0.0009535568533465266,0.36118924617767334,True,0.43982797861099243,0.4397166669368744,0.4386433959007263,0.4383547306060791,0.0002886652946472168
42,10,2,2,Early,0.4396151900291443,0.4392600953578949,0.0008095481898635626,0.35193121433258057,0.4396580457687378,0.4392798840999603,0.0008625521440990269,0.0008625521440990269,0.0003802379360422492,0.3521769046783447,False,0.4396009147167206,0.43949073553085327,0.4386433959007263,0.4383547306060791,0.0002886652946472168
42,10,2,3,Early,0.4392600953578949,0.43891552090644836,0.0007863062783144414,0.4419263005256653,0.4392798840999603,0.43900808691978455,0.0006202565273270011,0.00082763860700652,-0.0002452172921039164,0.36438897252082825,True,0.4395124912261963,0.4393874704837799,0.4386433959007263,0.4383547306060791,0.0002886652946472168
42,10,2,4,Early,0.43891552090644836,0.43863755464553833,0.0006342833512462676,0.5344113111495972,0.43900808691978455,0.43890124559402466,0.00024479901185259223,0.000722557189874351,-0.0003741309919860214,0.29768693447113037,True,0.439442902803421,0.43917223811149597,0.4386433959007263,0.4383547306060791,0.0002886652946472168
42,10,2,5,Late,0.43863755464553833,0.43854427337646484,0.00021367154840845615,0.4412611424922943,0.43890124559402466,0.4388867914676666,3.478207509033382e-05,0.0005173049867153168,-0.00037841705488972366,0.2738797962665558,True,0.4393725097179413,0.4390673041343689,0.4386433959007263,0.4383547306060791,0.0002886652946472168
42,10,2,6,Late,0.43854427337646484,0.43847590684890747,0.0001564366975799203,0.5572171211242676,0.4388867914676666,0.43870192766189575,0.0004228239704389125,0.0005364620010368526,-0.0002020152023760602,0.44653475284576416,True,0.43927910923957825,0.43897539377212524,0.4386433959007263,0.4383547306060791,0.0002886652946472168
42,10,2,7,Late,0.43847590684890747,0.4384024739265442,0.00016800106095615774,0.5753238797187805,0.43870192766189575,0.43843910098075867,0.0005997284897603095,0.0005997284897603095,-0.00012797504314221442,0.5819074511528015,False,0.43904927372932434,0.4387580156326294,0.4386433959007263,0.4383547306060791,0.0002886652946472168
42,10,2,8,Late,0.4384024739265442,0.43844059109687805,-8.63783061504364e-05,0.572166383266449,0.43843910098075867,0.4383101761341095,0.00029481176170520484,0.00029481176170520484,-0.00020711033721454442,0.5786341428756714,False,0.43881338834762573,0.4385298490524292,0.4386433959007263,0.4383547306060791,0.0002886652946472168
42,10,2,9,Late,0.43844059109687805,0.4386433959007263,-0.0004613784549292177,0.5397116541862488,0.4383101761341095,0.4383547306060791,-0.00010019297042163089,-0.00010019297042163089,-0.00010019297042163089,0.5453335642814636,False,0.4386428892612457,0.4383540749549866,0.4386433959007263,0.4383547306060791,0.0002886652946472168
42,10,3,0,Early,0.3041854202747345,0.3016945719718933,0.008223678916692734,0.2730400264263153,0.3041854202747345,0.3016945719718933,0.008223678916692734,0.008223678916692734,0.04139649495482445,0.2730400264263153,False,0.29185014963150024,0.29185014963150024,0.2840350866317749,0.2840350866317749,0.0
42,10,3,1,Early,0.3016945719718933,0.2995350658893585,0.007185063324868679,0.2572387754917145,0.3016945719718933,0.2995350658893585,0.007185063324868679,0.007185063324868679,0.03644696995615959,0.2572387754917145,False,0.29089656472206116,0.29089656472206116,0.2840350866317749,0.2840350866317749,0.0
42,10,3,2,Early,0.2995350658893585,0.29744312167167664,0.007009529042989016,0.2203759253025055,0.2995350658893585,0.29744312167167664,0.007009529042989016,0.007009529042989016,0.032962165772914886,0.2203759253025055,False,0.28982263803482056,0.28982263803482056,0.2840350866317749,0.2840350866317749,0.0
42,10,3,3,Early,0.29744312167167664,0.2951897978782654,0.007607742678374052,0.22897087037563324,0.29744312167167664,0.2951897978782654,0.007607742678374052,0.007607742678374052,0.03127400577068329,0.22897087037563324,False,0.2882847785949707,0.2882847785949707,0.2840350866317749,0.2840350866317749,0.0
42,10,3,4,Early,0.2951897978782654,0.29319706559181213,0.006774998269975185,0.18240050971508026,0.2951897978782654,0.29319706559181213,0.006774998269975185,0.006774998269975185,0.027694424614310265,0.18240050971508026,False,0.2871268093585968,0.2871268093585968,0.2840350866317749,0.2840350866317749,0.0
42,10,3,5,Late,0.29319706559181213,0.29137852787971497,0.006223437841981649,0.2033543884754181,0.29319706559181213,0.29137852787971497,0.006223437841981649,0.006223437841981649,0.023167287930846214,0.2033543884754181,False,0.2864825427532196,0.2864825427532196,0.2840350866317749,0.2840350866317749,0.0
42,10,3,6,Late,0.29137852787971497,0.2896158993244171,0.006068467628210783,0.1583918184041977,0.29137852787971497,0.2896158993244171,0.006068467628210783,0.006068467628210783,0.019077608361840248,0.1583918184041977,False,0.28587237000465393,0.28587237000465393,0.2840350866317749,0.2840350866317749,0.0
42,10,3,7,Late,0.2896158993244171,0.28754496574401855,0.007177959196269512,0.2374749481678009,0.2896158993244171,0.28754496574401855,0.007177959196269512,0.007177959196269512,0.016479941084980965,0.2374749481678009,False,0.28488215804100037,0.28488215804100037,0.2840350866317749,0.2840350866317749,0.0
42,10,3,8,Late,0.28754496574401855,0.28568461537361145,0.006493035238236189,0.25686901807785034,0.28754496574401855,0.28568461537361145,0.006493035238236189,0.006493035238236189,0.011414345353841782,0.25686901807785034,False,0.284281462430954,0.284281462430954,0.2840350866317749,0.2840350866317749,0.0
42,10,3,9,Late,0.28568461537361145,0.2840350866317749,0.0057929446920752525,0.24548159539699554,0.28568461537361145,0.2840350866317749,0.0057929446920752525,0.0057929446920752525,0.0057929446920752525,0.24548159539699554,False,0.2840344309806824,0.2840344309806824,0.2840350866317749,0.2840350866317749,0.0
42,10,4,0,Early,0.44716718792915344,0.44658350944519043,0.0013070701388642192,0.3681632876396179,0.44716718792915344,0.44658350944519043,0.0013070701388642192,0.0013070701388642192,0.0017283870838582516,0.3681632876396179,False,0.4463947117328644,0.4463947117328644,0.4454909861087799,0.44489118456840515,0.0005998015403747559
42,10,4,1,Early,0.44658350944519043,0.44611984491348267,0.0010397495934739709,0.47350773215293884,0.44658350944519043,0.4461992084980011,0.0008619552245363593,0.0010397495934739709,0.0009329963941127062,0.321108341217041,True,0.44636034965515137,0.4461667835712433,0.4454909861087799,0.44489118456840515,0.0005998015403747559
42,10,4,2,Early,0.44611984491348267,0.4457959830760956,0.000726369209587574,0.5492817759513855,0.4461992084980011,0.4459081292152405,0.0006539752939715981,0.0008121331920847297,0.00043249671580269933,0.34442174434661865,True,0.44643285870552063,0.44600608944892883,0.4454909861087799,0.44489118456840515,0.0005998015403747559
42,10,4,3,Early,0.4457959830760956,0.4455253779888153,0.0006086876965127885,0.4585983157157898,0.4459081292152405,0.4455655813217163,0.0007698775152675807,0.00081310496898368,7.063924567773938e-05,0.4003724157810211,True,0.44636186957359314,0.4458765387535095,0.4454909861087799,0.44489118456840515,0.0005998015403747559
42,10,4,4,Early,0.4455253779888153,0.44529494643211365,0.0005182462627999485,0.5192169547080994,0.4455655813217163,0.44535398483276367,0.00047609981265850365,0.0007310203509405255,-0.0002765132230706513,0.37077805399894714,True,0.44627225399017334,0.4456886649131775,0.4454909861087799,0.44489118456840515,0.0005998015403747559
42,10,4,5,Late,0.44529494643211365,0.4451919496059418,0.00023261926253326237,0.46289682388305664,0.44535398483276367,0.44509589672088623,0.0005799722857773304,0.0005799722857773304,-0.0004866386007051915,0.46770358085632324,False,0.44616660475730896,0.4455706477165222,0.4454909861087799,0.44489118456840515,0.0005998015403747559
42,10,4,6,Late,0.4451919496059418,0.4452114701271057,-4.291484583518468e-05,0.4829719662666321,0.44509589672088623,0.44498777389526367,0.0002442942641209811,0.0002532289654482156,-0.0008981699938885868,0.49881526827812195,True,0.44609227776527405,0.4454957842826843,0.4454909861087799,0.44489118456840515,0.0005998015403747559
42,10,4,7,Late,0.4452114701271057,0.4452573359012604,-0.00010187771113123745,0.5805544257164001,0.44498777389526367,0.4449094831943512,0.0001776713615981862,0.0001776713615981862,-0.0007938573253341019,0.5158786773681641,False,0.44594472646713257,0.4453411102294922,0.4454909861087799,0.44489118456840515,0.0005998015403747559
42,10,4,8,Late,0.4452573359012604,0.44529539346694946,-8.435592462774366e-05,0.5971457958221436,0.4449094831943512,0.4448162317276001,0.00021078645659144968,0.00021078645659144968,-0.0004053420852869749,0.6036282181739807,False,0.44568920135498047,0.44508981704711914,0.4454909861087799,0.44489118456840515,0.0005998015403747559
42,10,4,9,Late,0.44529539346694946,0.4454909861087799,-0.00043819317943416536,0.5686597228050232,0.4448162317276001,0.44489118456840515,-0.00016732802032493055,-0.00016732802032493055,-0.00016732802032493055,0.5748390555381775,False,0.4454905390739441,0.4448906481266022,0.4454909861087799,0.44489118456840515,0.0005998015403747559
42,10,5,0,Early,0.5970226526260376,0.5964986085891724,0.0010687023168429732,0.6253955364227295,0.5970226526260376,0.5964986085891724,0.0010687023168429732,0.0010687023168429732,0.0070426855236291885,0.6253955364227295,False,0.5928326845169067,0.5928326845169067,0.5914797186851501,0.5914429426193237,3.6776065826416016e-05
42,10,5,1,Early,0.5964986085891724,0.595961332321167,0.0010918041225522757,0.7191442847251892,0.5964986085891724,0.5959779620170593,0.00106382358353585,0.0010918041225522757,0.006525831297039986,0.6300885081291199,True,0.5926392078399658,0.5926185250282288,0.5914797186851501,0.5914429426193237,3.6776065826416016e-05
42,10,5,2,Early,0.595961332321167,0.5953755974769592,0.0011742078932002187,0.655292272567749,0.5959779620170593,0.5953906178474426,0.0011771846329793334,0.0011771846329793334,0.006067290902137756,0.6552760004997253,False,0.5923932194709778,0.5923728346824646,0.5914797186851501,0.5914429426193237,3.6776065826416016e-05
42,10,5,3,Early,0.5953755974769592,0.5947703719139099,0.0012083817273378372,0.6430109143257141,0.5953906178474426,0.5947836637496948,0.001211477443575859,0.001211477443575859,0.005480956751853228,0.6430004239082336,False,0.5921558737754822,0.5921361446380615,0.5914797186851501,0.5914429426193237,3.6776065826416016e-05
42,10,5,4,Early,0.5947703719139099,0.594200849533081,0.0011496780207380652,0.7240904569625854,0.5947836637496948,0.5942456126213074,0.001096933032386005,0.0011545598972588778,0.004719458054751158,0.6146963238716125,True,0.5920225381851196,0.5919831395149231,0.5914797186851501,0.5914429426193237,3.6776065826416016e-05
42,10,5,5,Late,0.594200849533081,0.5936368703842163,0.0011417055502533913,0.6550576090812683,0.5942456126213074,0.5936698317527771,0.00116159045137465,0.00116159045137465,0.004091178998351097,0.6549850106239319,False,0.5918561816215515,0.5918193459510803,0.5914797186851501,0.5914429426193237,3.6776065826416016e-05
42,10,5,6,Late,0.5936368703842163,0.5930650234222412,0.001156109618023038,0.7287737727165222,0.5936698317527771,0.5930953025817871,0.0011606367770582438,0.00117849453818053,0.0033586928620934486,0.684858500957489,True,0.591716468334198,0.5916791558265686,0.5914797186851501,0.5914429426193237,3.6776065826416016e-05
42,10,5,7,Late,0.5930650234222412,0.5925179123878479,0.0011158603010699153,0.7752880454063416,0.5930953025817871,0.5925549268722534,0.0011044364655390382,0.001147057511843741,0.0025835861451923847,0.6611858010292053,True,0.5916010737419128,0.5915648937225342,0.5914797186851501,0.5914429426193237,3.6776065826416016e-05
42,10,5,8,Late,0.5925179123878479,0.5919904708862305,0.0010837095323950052,0.7766621112823486,0.5925549268722534,0.5919946432113647,0.0011393220629543066,0.0011393220629543066,0.0018714519683271646,0.7284373044967651,False,0.5914849042892456,0.5914469957351685,0.5914797186851501,0.5914429426193237,3.6776065826416016e-05
